"element","taxon","content","chapter","page","key","taxa","crit","clause","logic"
"^aquandic","Aquandic Palehumults","&nbsp;<b>1.</b> In one or more subhorizons within the upper 25 cm of the argillic horizon, redox depletions with a color value, moist, of 4 or more and chroma of 2 or less, accompanied by both redox concentrations and aquic conditions for some time in normal years (or artificial drainage)<i>; and</i>",15,289,"Subgroups","Palehumults","HBEA",28,"AND"
"^aquandic","Aquandic Palehumults","&nbsp;<b>2.</b> Throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",15,290,"Subgroups","Palehumults","HBEA",29,"END"
"^aquandic","Aquandic Kandiudults","<b><u>HCCK.</u></b> Other Kandiudults that have both of the following:",15,294,"Subgroups","Kandiudults","HCCK",26,"AND"
"^aquandic","Aquandic Kandiudults","&nbsp;<b>1.</b> In one or more layers within 75 cm of the mineral soil surface, redox depletions with a color value, moist, of 4 or more and chroma of 2 or less, accompanied by both redox concentrations and aquic conditions for some time in normal years (or artificial drainage)<i>; and</i>",15,294,"Subgroups","Kandiudults","HCCK",27,"AND"
"^aquandic","Aquandic Kandiudults","&nbsp;<b>2.</b> Throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or more of the following:",15,294,"Subgroups","Kandiudults","HCCK",28,"OR"
"^aquandic","Aquandic Kandiudults","&nbsp;&nbsp;<b>a.</b> A fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0<i>; or</i>",15,294,"Subgroups","Kandiudults","HCCK",29,"OR"
"^aquandic","Aquandic Kandiudults","&nbsp;&nbsp;<b>b.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",15,294,"Subgroups","Kandiudults","HCCK",30,"OR"
"^aquandic","Aquandic Kandiudults","&nbsp;&nbsp;<b>c.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",15,294,"Subgroups","Kandiudults","HCCK",31,"AND"
"^aquandic","Aquandic Kandiudults","&nbsp;&nbsp;&nbsp;<b>(1)</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",15,294,"Subgroups","Kandiudults","HCCK",32,"AND"
"^aquandic","Aquandic Kandiudults","&nbsp;&nbsp;&nbsp;<b>(2)</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",15,294,"Subgroups","Kandiudults","HCCK",33,"END"
"^aquandic","Aquandic Palexerults","<b><u>HEAA.</u></b> Palexerults that have both of the following:",15,304,"Subgroups","Palexerults","HEAA",25,"AND"
"^aquandic","Aquandic Palexerults","&nbsp;<b>1.</b> In one or more subhorizons within the upper 25 cm of the argillic or kandic horizon, redox depletions with a color value, moist, of 4 or more and chroma of 2 or less, accompanied by both redox concentrations and aquic conditions for some time in normal years (or artificial drainage)<i>; and</i>",15,304,"Subgroups","Palexerults","HEAA",26,"AND"
"^aquandic","Aquandic Palexerults","&nbsp;<b>2.</b> Throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",15,304,"Subgroups","Palexerults","HEAA",27,"END"
"^aquentic","Aquentic Haplorthods","<b><u>CEEE.</u></b> Other Haplorthods that have redoximorphic features in one or more horizons within 75 cm of the mineral soil surface and also aquic conditions for some time in normal years (or artificial drainage) and either:",14,280,"Subgroups","Haplorthods","CEEE",29,"OR"
"^aquentic","Aquentic Haplorthods","&nbsp;<b>1.</b> A spodic horizon with a texture class of very fine sand, loamy very fine sand, or finer and all of the following:",14,280,"Subgroups","Haplorthods","CEEE",30,"AND"
"^aquentic","Aquentic Haplorthods","&nbsp;&nbsp;<b>a.</b> A thickness of 10 cm or less<i>; and</i>",14,280,"Subgroups","Haplorthods","CEEE",31,"AND"
"^aquentic","Aquentic Haplorthods","&nbsp;&nbsp;<b>b.</b> A weighted average of less than 1.2 percent organic carbon<i>; and</i>",14,280,"Subgroups","Haplorthods","CEEE",32,"AND"
"^aquentic","Aquentic Haplorthods","&nbsp;&nbsp;<b>c.</b> Within the upper 7.5 cm, either or both a moist color value or chroma of 4 or more (crushed and smoothed sample)<i>; or</i>",14,280,"Subgroups","Haplorthods","CEEE",33,"OR"
"^aquentic","Aquentic Haplorthods","&nbsp;<b>2.</b> A spodic horizon with a texture class of loamy fine sand, fine sand, or coarser and either or both a moist color value or chroma of 4 or more (crushed and smoothed sample) in the upper 2.5 cm.",14,280,"Subgroups","Haplorthods","CEEE",34,"END"
"^aqueptic","Aqueptic Haplustox","<b><u>ECEG.</u></b> Other Haplustox that have, within 125 cm of the mineral soil surface, both:",13,269,"Subgroups","Haplustox","ECEG",9,"AND"
"^aqueptic","Aqueptic Haplustox","&nbsp;<b>1.</b> The lower boundary of the oxic horizon<i>; and</i>",13,269,"Subgroups","Haplustox","ECEG",10,"AND"
"^aqueptic","Aqueptic Haplustox","&nbsp;<b>2.</b> Redox depletions with a color value, moist, of 4 or more and chroma of 2 or less and also aquic conditions for some time in normal years (or artificial drainage).",13,269,"Subgroups","Haplustox","ECEG",11,"END"
"^aquertic","Aquertic Glossudalfs","<b><u>JEIA.</u></b> Glossudalfs that have both:",5,58,"Subgroups","Glossudalfs","JEIA",9,"AND"
"^aquertic","Aquertic Glossudalfs","&nbsp;<b>1.</b> One or both of the following:",5,58,"Subgroups","Glossudalfs","JEIA",10,"AND"
"^aquertic","Aquertic Glossudalfs","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",5,58,"Subgroups","Glossudalfs","JEIA",11,"OR"
"^aquertic","Aquertic Glossudalfs","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower<i>; and</i>",5,58,"Subgroups","Glossudalfs","JEIA",12,"AND"
"^aquertic","Aquertic Glossudalfs","&nbsp;<b>2.</b> Redox depletions with chroma of 2 or less in layers that also have aquic conditions in normal years (or artificial drainage) either:",5,58,"Subgroups","Glossudalfs","JEIA",13,"OR"
"^aquertic","Aquertic Glossudalfs","&nbsp;&nbsp;<b>a.</b> Within the upper 25 cm of the argillic horizon if its upper boundary is within 50 cm of the mineral soil surface<i>; or</i>",5,58,"Subgroups","Glossudalfs","JEIA",14,"OR"
"^aquertic","Aquertic Glossudalfs","&nbsp;&nbsp;<b>b.</b> Within 75 cm of the mineral soil surface if the upper boundary of the argillic horizon is 50 cm or more below the mineral soil surface.",5,58,"Subgroups","Glossudalfs","JEIA",15,"END"
"^aquertic","Aquertic Chromic Hapludalfs","<b><u>JEJB.</u></b> Other Hapludalfs that have all of the following:",5,59,"Subgroups","Hapludalfs","JEJB",9,"AND"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;<b>1.</b> One or both of the following:",5,59,"Subgroups","Hapludalfs","JEJB",10,"AND"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",5,60,"Subgroups","Hapludalfs","JEJB",11,"OR"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower<i>; and</i>",5,60,"Subgroups","Hapludalfs","JEJB",12,"AND"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;<b>2.</b> Redox depletions with chroma of 2 or less in layers that also have aquic conditions in normal years (or artificial drainage) either:",5,60,"Subgroups","Hapludalfs","JEJB",13,"OR"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;&nbsp;<b>a.</b> Within the upper 25 cm of the argillic horizon if its upper boundary is within 50 cm of the mineral soil surface<i>; or</i>",5,60,"Subgroups","Hapludalfs","JEJB",14,"OR"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;&nbsp;<b>b.</b> Within 75 cm of the mineral soil surface if the upper boundary of the argillic horizon is 50 cm or more below the mineral soil surface<i>; and</i>",5,60,"Subgroups","Hapludalfs","JEJB",15,"AND"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;<b>3.</b> An Ap horizon or materials between the mineral soil surface and a depth of 18 cm that, after mixing, have one or more of the following:",5,60,"Subgroups","Hapludalfs","JEJB",16,"OR"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;&nbsp;<b>a.</b> A color value, moist, of 4 or more<i>; or</i>",5,60,"Subgroups","Hapludalfs","JEJB",17,"OR"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;&nbsp;<b>b.</b> A color value, dry, of 6 or more<i>; or</i>",5,60,"Subgroups","Hapludalfs","JEJB",18,"OR"
"^aquertic","Aquertic Chromic Hapludalfs","&nbsp;&nbsp;<b>c.</b> Chroma of 4 or more.",5,60,"Subgroups","Hapludalfs","JEJB",19,"END"
"^aquertic","Aquertic Hapludalfs","<b><u>JEJC.</u></b> Other Hapludalfs that have both:",5,60,"Subgroups","Hapludalfs","JEJC",9,"AND"
"^aquertic","Aquertic Hapludalfs","&nbsp;<b>1.</b> One or both of the following:",5,60,"Subgroups","Hapludalfs","JEJC",10,"AND"
"^aquertic","Aquertic Hapludalfs","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",5,60,"Subgroups","Hapludalfs","JEJC",11,"OR"
"^aquertic","Aquertic Hapludalfs","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower<i>; and</i>",5,60,"Subgroups","Hapludalfs","JEJC",12,"AND"
"^aquertic","Aquertic Hapludalfs","&nbsp;<b>2.</b> Redox depletions with chroma of 2 or less in layers that also have aquic conditions in normal years (or artificial drainage) either:",5,60,"Subgroups","Hapludalfs","JEJC",13,"OR"
"^aquertic","Aquertic Hapludalfs","&nbsp;&nbsp;<b>a.</b> Within the upper 25 cm of the argillic horizon if its upper boundary is within 50 cm of the mineral soil surface<i>; or</i>",5,60,"Subgroups","Hapludalfs","JEJC",14,"OR"
"^aquertic","Aquertic Hapludalfs","&nbsp;&nbsp;<b>b.</b> Within 75 cm of the mineral soil surface if the upper boundary of the argillic horizon is 50 cm or more below the mineral soil surface.",5,60,"Subgroups","Hapludalfs","JEJC",15,"END"
"^aquertic","Aquertic Haplustalfs","<b><u>JCHB.</u></b> Other Haplustalfs that have both:",5,68,"Subgroups","Haplustalfs","JCHB",9,"AND"
"^aquertic","Aquertic Haplustalfs","&nbsp;<b>1.</b> One or both of the following:",5,68,"Subgroups","Haplustalfs","JCHB",10,"AND"
"^aquertic","Aquertic Haplustalfs","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",5,68,"Subgroups","Haplustalfs","JCHB",11,"OR"
"^aquertic","Aquertic Haplustalfs","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower<i>; and</i>",5,68,"Subgroups","Haplustalfs","JCHB",12,"AND"
"^aquertic","Aquertic Haplustalfs","&nbsp;<b>2.</b> In one or more horizons within 75 cm of the mineral soil surface, redox depletions with chroma of 2 or less and also aquic conditions for some time in normal years (or artificial drainage).",5,68,"Subgroups","Haplustalfs","JCHB",13,"END"
"^aquertic","Aquertic Natrustalfs","<b><u>JCCD.</u></b> Other Natrustalfs that have both:",5,74,"Subgroups","Natrustalfs","JCCD",9,"AND"
"^aquertic","Aquertic Natrustalfs","&nbsp;<b>1.</b> In one or more horizons within 75 cm of the mineral soil surface, redox depletions with chroma of 2 or less and also aquic conditions for some time in normal years (or artificial drainage)<i>; and</i>",5,74,"Subgroups","Natrustalfs","JCCD",10,"AND"
"^aquertic","Aquertic Natrustalfs","&nbsp;<b>2.</b> One or both of the following:",5,74,"Subgroups","Natrustalfs","JCCD",11,"AND"
"^aquertic","Aquertic Natrustalfs","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",5,74,"Subgroups","Natrustalfs","JCCD",12,"OR"
"^aquertic","Aquertic Natrustalfs","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",5,74,"Subgroups","Natrustalfs","JCCD",13,"END"
"^aquertic","Aquertic Paleustalfs","<b><u>JCFA.</u></b> Paleustalfs that have both:",5,76,"Subgroups","Paleustalfs","JCFA",20,"AND"
"^aquertic","Aquertic Paleustalfs","&nbsp;<b>1.</b> One or both of the following:",5,76,"Subgroups","Paleustalfs","JCFA",21,"AND"
"^aquertic","Aquertic Paleustalfs","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",5,76,"Subgroups","Paleustalfs","JCFA",22,"OR"
"^aquertic","Aquertic Paleustalfs","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower<i>; and</i>",5,76,"Subgroups","Paleustalfs","JCFA",23,"AND"
"^aquertic","Aquertic Paleustalfs","&nbsp;<b>2.</b> In one or more horizons within 75 cm of the mineral soil surface, redox depletions with chroma of 2 or less and also aquic conditions for some time in normal years (or artificial drainage).",5,76,"Subgroups","Paleustalfs","JCFA",24,"END"
"^aquertic","Aquertic Udifluvents","<b><u>LDFA.</u></b> Udifluvents that have both:",8,141,"Subgroups","Udifluvents","LDFA",17,"AND"
"^aquertic","Aquertic Udifluvents","&nbsp;<b>1.</b> One or both of the following:",8,141,"Subgroups","Udifluvents","LDFA",18,"AND"
"^aquertic","Aquertic Udifluvents","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",8,141,"Subgroups","Udifluvents","LDFA",19,"OR"
"^aquertic","Aquertic Udifluvents","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower<i>; and</i>",8,141,"Subgroups","Udifluvents","LDFA",20,"AND"
"^aquertic","Aquertic Udifluvents","&nbsp;<b>2.</b> Either or both of the following:",8,141,"Subgroups","Udifluvents","LDFA",21,"AND"
"^aquertic","Aquertic Udifluvents","&nbsp;&nbsp;<b>a.</b> In one or more horizons within 50 cm of the mineral soil surface, redox depletions with chroma of 2 or less and also aquic conditions for some time in normal years (or artificial drainage)<i>; or</i>",8,141,"Subgroups","Udifluvents","LDFA",22,"OR"
"^aquertic","Aquertic Udifluvents","&nbsp;&nbsp;<b>b.</b> In one or more horizons within 100 cm of the mineral soil surface, a color value, moist, of 4 or more and either:",8,141,"Subgroups","Udifluvents","LDFA",23,"OR"
"^aquertic","Aquertic Udifluvents","&nbsp;&nbsp;&nbsp;<b>(1)</b> Neutral colors with no hue (N) and zero chroma<i>; or</i>",8,141,"Subgroups","Udifluvents","LDFA",24,"OR"
"^aquertic","Aquertic Udifluvents","&nbsp;&nbsp;&nbsp;<b>(2)</b> Hue of 5GY, 5G, 5BG, or 5B and also aquic conditions for some time in normal years (or artificial drainage).",8,141,"Subgroups","Udifluvents","LDFA",25,"END"
"^aquertic","Aquertic Ustifluvents","<b><u>LDDA.</u></b> Ustifluvents that have both:",8,142,"Subgroups","Ustifluvents","LDDA",17,"AND"
"^aquertic","Aquertic Ustifluvents","&nbsp;<b>1.</b> One or both of the following:",8,142,"Subgroups","Ustifluvents","LDDA",18,"AND"
"^aquertic","Aquertic Ustifluvents","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",8,142,"Subgroups","Ustifluvents","LDDA",19,"OR"
"^aquertic","Aquertic Ustifluvents","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower<i>; and</i>",8,142,"Subgroups","Ustifluvents","LDDA",20,"AND"
